"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch1.7","characteristics_ch1.8","characteristics_ch1.9","characteristics_ch1.10","characteristics_ch1.11","characteristics_ch1.12","characteristics_ch1.13","characteristics_ch1.14","characteristics_ch1.15","characteristics_ch1.16","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","age:ch1","angle 1 (abc):ch1","angle 2(caf):ch1","angle 3 (dla):ch1","angle 4 (ahg):ch1","angle 5 (afh):ch1","breed:ch1","diameter f:ch1","line ab:ch1","line ae:ch1","line ag:ch1","line bc:ch1","line bd:ch1","line be:ch1","line cd:ch1","line fg:ch1","Sex:ch1"
"GSM1261491","D2936_Saliva_Affected_rep1","GSM1261491","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 0.8","diameter f: 43.64","line ab: 14.56","angle 1 (abc): 121.16","line bc: 14.72","line cd: 15.83","line bd: 28.18","line be: 27.89","line ae: 31.54","angle 2(caf): 75.58","angle 3 (dla): 71.45","line ag: 26.16","angle 4 (ahg): 144.68","angle 5 (afh): 46.73","line fg: 21","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","0.8","121.16","75.58","71.45","144.68","46.73","Griffon Bruxellois","43.64","14.56","31.54","26.16","14.72","28.18","27.89","15.83","21","Female"
"GSM1261492","D2941_Saliva_Affected_rep1","GSM1261492","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 3.8","diameter f: 41.87","line ab: 16.49","angle 1 (abc): 117.1","line bc: 14.74","line cd: 12.83","line bd: 27.04","line be: 28.51","line ae: 33.3","angle 2(caf): 64.96","angle 3 (dla): 92.76","line ag: 22.74","angle 4 (ahg): 136.48","angle 5 (afh): 40.4","line fg: 20.17","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.8","117.1","64.96","92.76","136.48","40.4","Griffon Bruxellois","41.87","16.49","33.3","22.74","14.74","27.04","28.51","12.83","20.17","Female"
"GSM1261493","D2947_Saliva_Affected_rep1","GSM1261493","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 2.7","diameter f: 41.02","line ab: 17.99","angle 1 (abc): 113.6","line bc: 12.21","line cd: 15.13","line bd: 26.66","line be: 27.28","line ae: 31.89","angle 2(caf): 71.27","angle 3 (dla): 78.12","line ag: 23.76","angle 4 (ahg): 148.97","angle 5 (afh): 40.14","line fg: 19.79","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.7","113.6","71.27","78.12","148.97","40.14","Griffon Bruxellois","41.02","17.99","31.89","23.76","12.21","26.66","27.28","15.13","19.79","Male"
"GSM1261494","D3050_Saliva_Unaffected_rep1","GSM1261494","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 5.5","diameter f: 43.23","line ab: 13.67","angle 1 (abc): 126.14","line bc: 14.13","line cd: 14.88","line bd: 27.43","line be: 26.3","line ae: 31.9","angle 2(caf): 76.06","angle 3 (dla): NA","line ag: NA","angle 4 (ahg): NA","angle 5 (afh): 48.49","line fg: 19.64","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","5.5","126.14","76.06","NA","NA","48.49","Griffon Bruxellois","43.23","13.67","31.9","NA","14.13","27.43","26.3","14.88","19.64","Female"
"GSM1261495","D3051_Saliva_Unaffected_rep1","GSM1261495","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 3.2","diameter f: 41.29","line ab: 12.33","angle 1 (abc): 119.64","line bc: 14.01","line cd: 13.09","line bd: 26.03","line be: 28.35","line ae: 30.65","angle 2(caf): 75.45","angle 3 (dla): NA","line ag: NA","angle 4 (ahg): NA","angle 5 (afh): NA","line fg: NA","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.2","119.64","75.45","NA","NA","NA","Griffon Bruxellois","41.29","12.33","30.65","NA","14.01","26.03","28.35","13.09","NA","Female"
"GSM1261496","D3052_Saliva_Unaffected_rep1","GSM1261496","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 3.8","diameter f: 43.43","line ab: 15.9","angle 1 (abc): 117.54","line bc: 12.67","line cd: 17.12","line bd: 28.46","line be: 29.78","line ae: 32.02","angle 2(caf): 84.9","angle 3 (dla): NA","line ag: NA","angle 4 (ahg): NA","angle 5 (afh): NA","line fg: NA","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.8","117.54","84.9","NA","NA","NA","Griffon Bruxellois","43.43","15.9","32.02","NA","12.67","28.46","29.78","17.12","NA","Male"
"GSM1261497","D3054_Saliva_Unaffected_rep1","GSM1261497","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 2.5","diameter f: 40.5","line ab: 14.64","angle 1 (abc): 118.61","line bc: 11.84","line cd: 15.2","line bd: 26.35","line be: 27.29","line ae: 30.48","angle 2(caf): 77.29","angle 3 (dla): 86.89","line ag: 31.98","angle 4 (ahg): 143.76","angle 5 (afh): 56.04","line fg: 19","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.5","118.61","77.29","86.89","143.76","56.04","Griffon Bruxellois","40.5","14.64","30.48","31.98","11.84","26.35","27.29","15.2","19","Female"
"GSM1261498","D3061_Saliva_Unaffected_rep1","GSM1261498","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 7","diameter f: 40.94","line ab: 16.26","angle 1 (abc): 112.7","line bc: 12.49","line cd: 11.78","line bd: 23.87","line be: 25.48","line ae: 30.83","angle 2(caf): 68.58","angle 3 (dla): 86.55","line ag: 26.01","angle 4 (ahg): 146.8","angle 5 (afh): 47.23","line fg: 20.72","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","7","112.7","68.58","86.55","146.8","47.23","Griffon Bruxellois","40.94","16.26","30.83","26.01","12.49","23.87","25.48","11.78","20.72","Female"
"GSM1261499","D3175_Saliva_Affected_rep1","GSM1261499","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 1.2","diameter f: 44.59","line ab: 14.62","angle 1 (abc): 122.9","line bc: 13.59","line cd: 16.8","line bd: 28.31","line be: 28.39","line ae: 34.22","angle 2(caf): 63.71","angle 3 (dla): 76.38","line ag: 29.32","angle 4 (ahg): 152.69","angle 5 (afh): 47.85","line fg: 26.21","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","1.2","122.9","63.71","76.38","152.69","47.85","Griffon Bruxellois","44.59","14.62","34.22","29.32","13.59","28.31","28.39","16.8","26.21","Male"
"GSM1261500","D3196_Saliva_Unaffected_rep1","GSM1261500","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 5.8","diameter f: 43.27","line ab: 11.64","angle 1 (abc): 121.56","line bc: 15.23","line cd: 13.25","line bd: 26.28","line be: 26.87","line ae: 30.18","angle 2(caf): 73.59","angle 3 (dla): 73.17","line ag: 29.21","angle 4 (ahg): 146.86","angle 5 (afh): 47.41","line fg: 20.35","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","5.8","121.56","73.59","73.17","146.86","47.41","Griffon Bruxellois","43.27","11.64","30.18","29.21","15.23","26.28","26.87","13.25","20.35","Male"
