mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex	health_status	Cancer	Cancer_2	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database	Total_mcas	Collected_healthy	size	pop
GSM4195802	A	202317690058_R01C02_Grn.idat	202317690058_R01C02_Red.idat.gz	353_German Shepherd Dog_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	German Shepherd Dog	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2007	Unknown	NA	0	U	0	2859
GSM4195819	A	202317690058_R04C02_Grn.idat	202317690058_R04C02_Red.idat.gz	382_German Shepherd Dog_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	German Shepherd Dog	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2010	Unknown	NA	0	U	0	2859
GSM4195859	A	202317690016_R05C02_Grn.idat	202317690016_R05C02_Red.idat.gz	465_German Shepherd Dog_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	German Shepherd Dog	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2011	Unknown	NA	0	U	0	2859
GSM4195832	A	202317690043_R02C01_Grn.idat	202317690043_R02C01_Red.idat.gz	407_German Shepherd Pointer_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	German Shepherd Pointer	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	1999	Unknown	NA	0	U	0	2859
GSM4195749	A	202317690050_R02C02_Grn.idat	202317690050_R02C02_Red.idat.gz	275_German Shepherd Pointer_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	German Shepherd Pointer	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2008	Unknown	NA	0	U	0	2859
GSM4195806	A	202317690049_R06C02_Grn.idat	202317690049_R06C02_Red.idat.gz	360_Golden Retriever_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Golden Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	1999	Unknown	NA	0	U	0	2859
GSM4195691	A	202317690061_R05C02_Grn.idat	202317690061_R05C02_Red.idat.gz	169_Golden Retriever_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Golden Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2000	Unknown	NA	0	U	0	2859
GSM4195663	A	202317690051_R05C01_Grn.idat	202317690051_R05C01_Red.idat.gz	84_Golden Retriever_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Golden Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2001	Unknown	NA	0	U	0	2859
GSM4195667	A	202317690038_R03C02_Grn.idat	202317690038_R03C02_Red.idat.gz	101_Golden Retriever_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Golden Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2001	Unknown	NA	0	U	0	2859
GSM4195674	A	202317690061_R02C01_Grn.idat	202317690061_R02C01_Red.idat.gz	118_Golden Retriever_Acute_GDV_Female	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Golden Retriever	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2002	Unknown	NA	0	U	0	2859
GSM4195815	A	202317690016_R02C02_Grn.idat	202317690016_R02C02_Red.idat.gz	375_Golden Retriever_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Golden Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2003	Unknown	NA	0	U	0	2859
GSM4195837	A	202317690038_R06C01_Grn.idat	202317690038_R06C01_Red.idat.gz	421_Golden Retriever_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Golden Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2004	Unknown	NA	0	U	0	2859
GSM4195676	A	202317690047_R04C01_Grn.idat	202317690047_R04C01_Red.idat.gz	123_Great Dane_Acute_GDV_Female	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Great Dane	Female	Acute GDV	N	N	5.29	Unknown	5.29	1/1/2006	4/15/2011	NA	0	U	0	2859
GSM4195688	A	202317690008_R01C02_Grn.idat	202317690008_R01C02_Red.idat.gz	151_Great Dane_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Great Dane	Male	Acute GDV	N	N	8.39	Unknown	8.39	1/1/2003	5/20/2011	NA	0	U	0	2859
GSM4195744	A	202317690008_R06C02_Grn.idat	202317690008_R06C02_Red.idat.gz	267_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2001	Unknown	NA	0	U	0	2859
GSM4195690	A	202317690008_R03C02_Grn.idat	202317690008_R03C02_Red.idat.gz	163_Great Dane_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Great Dane	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2001	Unknown	NA	0	U	0	2859
GSM4195781	A	202317690014_R01C01_Grn.idat	202317690014_R01C01_Red.idat.gz	310_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2003	Unknown	NA	0	U	0	2859
GSM4195824	A	202317690038_R05C01_Grn.idat	202317690038_R05C01_Red.idat.gz	391_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2003	Unknown	NA	0	U	0	2859
GSM4195828	A	202317690036_R05C01_Grn.idat	202317690036_R05C01_Red.idat.gz	396_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2003	Unknown	NA	0	U	0	2859
GSM4195833	A	202317690014_R04C01_Grn.idat	202317690014_R04C01_Red.idat.gz	408_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2003	Unknown	NA	0	U	0	2859
GSM4195689	A	202317690008_R02C02_Grn.idat	202317690008_R02C02_Red.idat.gz	161_Great Dane_Acute_GDV_Female	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2004	Unknown	NA	0	U	0	2859
GSM4195794	A	202317690036_R03C01_Grn.idat	202317690036_R03C01_Red.idat.gz	333_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2004	Unknown	NA	0	U	0	2859
GSM4195803	A	202317690049_R04C01_Grn.idat	202317690049_R04C01_Red.idat.gz	356_Great Dane_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2004	Unknown	NA	0	U	0	2859
GSM4195822	A	202317690014_R03C01_Grn.idat	202317690014_R03C01_Red.idat.gz	389_Great Dane_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2004	Unknown	NA	0	U	0	2859
GSM4195805	A	202317690014_R02C01_Grn.idat	202317690014_R02C01_Red.idat.gz	358_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2005	Unknown	NA	0	U	0	2859
GSM4195853	A	202317690014_R06C01_Grn.idat	202317690014_R06C01_Red.idat.gz	448_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2005	Unknown	NA	0	U	0	2859
GSM4195677	A	202317690047_R05C01_Grn.idat	202317690047_R05C01_Red.idat.gz	124_Great Dane_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Great Dane	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2005	Unknown	NA	0	U	0	2859
GSM4195855	A	202317690039_R05C02_Grn.idat	202317690039_R05C02_Red.idat.gz	450_Great Dane_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2006	Unknown	NA	0	U	0	2859
GSM4195726	A	202317690008_R04C02_Grn.idat	202317690008_R04C02_Red.idat.gz	239_Great Dane_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2006	Unknown	NA	0	U	0	2859
GSM4195664	A	202317690059_R05C02_Grn.idat	202317690059_R05C02_Red.idat.gz	85_Great Dane_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Great Dane	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2007	Unknown	NA	0	U	0	2859
GSM4195728	A	202317690008_R05C02_Grn.idat	202317690008_R05C02_Red.idat.gz	244_Great Dane_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2007	Unknown	NA	0	U	0	2859
GSM4195680	A	202317690047_R02C02_Grn.idat	202317690047_R02C02_Red.idat.gz	128_Great Dane_Acute_GDV_Female	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2008	Unknown	NA	0	U	0	2859
GSM4195681	A	202317690008_R06C01_Grn.idat	202317690008_R06C01_Red.idat.gz	135_Great Dane_Acute_GDV_Female	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Great Dane	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2008	Unknown	NA	0	U	0	2859
GSM4195848	A	202317690014_R05C01_Grn.idat	202317690014_R05C01_Red.idat.gz	440_Great Dane_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Great Dane	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2008	Unknown	NA	0	U	0	2859
GSM4195733	A	202317690050_R04C01_Grn.idat	202317690050_R04C01_Red.idat.gz	254_Labrador Retriever_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	1998	Unknown	NA	0	U	0	2859
GSM4195835	A	202317690049_R06C01_Grn.idat	202317690049_R06C01_Red.idat.gz	412_Labrador Retriever_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2000	Unknown	NA	0	U	0	2859
GSM4195864	A	202317690051_R04C01_Grn.idat	202317690051_R04C01_Red.idat.gz	477_Labrador Retriever_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2000	Unknown	NA	0	U	0	2859
GSM4195849	A	202317690039_R03C01_Grn.idat	202317690039_R03C01_Red.idat.gz	441_Labrador Retriever_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2000	Unknown	NA	0	U	0	2859
GSM4195727	A	202317690050_R03C01_Grn.idat	202317690050_R03C01_Red.idat.gz	241_Labrador Retriever_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2002	Unknown	NA	0	U	0	2859
GSM4195813	A	202317690036_R04C01_Grn.idat	202317690036_R04C01_Red.idat.gz	373_Labrador Retriever_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2004	Unknown	NA	0	U	0	2859
GSM4195782	A	202317690037_R03C02_Grn.idat	202317690037_R03C02_Red.idat.gz	313_Labrador Retriever_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2005	Unknown	NA	0	U	0	2859
GSM4195827	A	202317690039_R03C02_Grn.idat	202317690039_R03C02_Red.idat.gz	394_Labrador Retriever_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2005	Unknown	NA	0	U	0	2859
GSM4195675	A	202317690061_R03C01_Grn.idat	202317690061_R03C01_Red.idat.gz	122_Poodle Standard_Acute_GDV_Female	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Poodle Standard	Female	Acute GDV	N	N	8.29	Unknown	8.29	1/1/2003	4/15/2011	NA	0	U	0	2859
GSM4195860	A	202317690052_R02C02_Grn.idat	202317690052_R02C02_Red.idat.gz	467_Poodle Standard_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Poodle Standard	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	1997	Unknown	NA	0	U	0	2859
GSM4195831	A	202317690052_R06C01_Grn.idat	202317690052_R06C01_Red.idat.gz	405_Poodle Standard_Acute_GDV_	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Poodle Standard	Unknown	Acute GDV	N	N	Unknown	Unknown	Unknown	1997	Unknown	NA	0	U	0	2859
GSM4195673	A	202317690061_R01C01_Grn.idat	202317690061_R01C01_Red.idat.gz	117_Poodle Standard_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Poodle Standard	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	1998	Unknown	NA	0	U	0	2859
GSM4195796	A	202317690059_R03C01_Grn.idat	202317690059_R03C01_Red.idat.gz	336_Poodle Standard_Acute_GDV_Male	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Poodle Standard	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	1998	Unknown	NA	0	U	0	2859
GSM4195672	A	202317690052_R02C01_Grn.idat	202317690052_R02C01_Red.idat.gz	109_Poodle Standard_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Poodle Standard	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	1999	Unknown	NA	0	U	0	2859
GSM4195846	A	202317690038_R01C02_Grn.idat	202317690038_R01C02_Red.idat.gz	437_Poodle Standard_Acute_GDV_Female	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Poodle Standard	Female	Acute GDV	N	N	Unknown	Unknown	Unknown	2000	Unknown	NA	0	U	0	2859
GSM4195665	A	202317690038_R01C01_Grn.idat	202317690038_R01C01_Red.idat.gz	86_Poodle Standard_Acute_GDV_Male	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Poodle Standard	Male	Acute GDV	N	N	Unknown	Unknown	Unknown	2000	Unknown	NA	0	U	0	2859
